ProfileID;ActionTime;SiteTarget;Delivery-24;Open-24;Click-24;Delivery-3Day;Open-3Day;Click-3Day;Delivery-3DMY;Open-3DMY;Click-3DMY;ActionDay;PeriodDay;AllDay
7847078387601321400;1593282769;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593282769;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593282769;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593282771;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593282775;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593310019;False;0;0;0;0;0;0;428;97;19;116;0;0
6728657524697537800;1593303161;True;0;0;0;0;0;0;479;232;0;232;9;80
7847078387601321400;1593291737;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593248783;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593248785;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593248786;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593248789;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593248789;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593248836;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593248850;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593248855;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593282810;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593282810;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593282810;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593282813;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593282830;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593282895;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593282998;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593274632;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593274644;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593251928;False;0;0;0;0;0;0;428;97;19;116;0;0
6728657524697537800;1593279288;True;0;0;0;0;0;0;479;232;0;232;9;80
6728657524697537800;1593314944;True;0;0;0;0;0;0;479;232;0;232;9;80
7847078387601321400;1593258366;False;0;0;0;0;0;0;428;97;19;116;0;0
6712545061984490778;1593306346;True;0;0;0;0;0;0;59;46;0;46;9;80
7847078387601321400;1593252286;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593271067;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593266247;True;0;0;0;0;0;0;335;103;22;125;9;80
6728657524697537800;1593315126;True;0;0;0;0;0;0;479;232;0;232;9;80
7847078387601321400;1593279594;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593285843;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593298112;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593271293;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593310617;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593262516;True;0;0;0;0;0;0;335;103;22;125;9;80
6728657524697537800;1593306651;True;0;0;0;0;0;0;479;232;0;232;9;80
6712545061984490778;1593258738;False;0;0;0;0;0;0;0;0;0;0;0;0
6728657524697537800;1593303586;True;0;0;0;0;0;0;479;232;0;232;9;80
7847078387601321400;1593303642;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593303644;False;0;0;0;0;0;0;428;97;19;116;0;0
6728657524697537800;1593283436;True;0;0;0;0;0;0;479;232;0;232;9;80
6728657524697537800;1593286205;True;0;0;0;0;0;0;479;232;0;232;9;80
7847078387601321400;1593253009;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593253110;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593306891;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593267065;True;0;0;0;0;0;0;335;103;22;125;9;80
6728657524697537800;1593286446;True;0;0;0;0;0;0;479;232;0;232;9;80
7847078387601321400;1593275374;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593263145;True;0;0;0;0;0;0;335;103;22;125;9;80
6728657524697537800;1593293062;True;0;0;0;0;0;0;479;232;0;232;9;80
-1302937073478726516;1593242191;True;0;0;0;0;0;0;29;0;0;0;8;81
7847078387601321400;1593267382;False;0;0;0;0;0;0;428;97;19;116;0;0
6728657524697537800;1593298591;True;0;0;0;0;0;0;479;232;0;232;9;80
6728657524697537800;1593307190;True;0;0;0;0;0;0;479;232;0;232;9;80
7847078387601321400;1593307250;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593284161;False;0;0;0;0;0;0;428;97;19;116;0;0
6728657524697537800;1593284163;True;0;0;0;0;0;0;479;232;0;232;9;80
7847078387601321400;1593267522;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593244260;True;0;0;0;0;0;0;335;103;22;125;9;80
6712545061984490778;1593244261;True;0;0;0;0;0;0;59;46;0;46;9;80
7847078387601321400;1593244261;True;0;0;0;0;0;0;335;103;22;125;9;80
6728657524697537800;1593311341;True;0;0;0;0;0;0;479;232;0;232;9;80
7847078387601321400;1593244548;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593244550;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593244550;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593244550;True;0;0;0;0;0;0;335;103;22;125;9;80
6712545061984490778;1593307464;True;0;0;0;0;0;0;59;46;0;46;9;80
7847078387601321400;1593299133;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593294022;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593244565;True;0;0;0;0;0;0;335;103;22;125;9;80
6728657524697537800;1593316690;True;0;0;0;0;0;0;479;232;0;232;9;80
6728657524697537800;1593299371;True;0;0;0;0;0;0;479;232;0;232;9;80
6728657524697537800;1593311641;True;0;0;0;0;0;0;479;232;0;232;9;80
6728657524697537800;1593294207;True;0;0;0;0;0;0;479;232;0;232;9;80
7847078387601321400;1593287043;False;0;0;0;0;0;0;428;97;19;116;0;0
6728657524697537800;1593317293;True;0;0;0;0;0;0;479;232;0;232;9;80
7847078387601321400;1593307973;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593312124;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593295167;False;0;0;0;0;0;0;428;97;19;116;0;0
6728657524697537800;1593295172;True;0;0;0;0;0;0;479;232;0;232;9;80
7847078387601321400;1593287527;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593295348;False;0;0;0;0;0;0;428;97;19;116;0;0
6728657524697537800;1593300453;True;0;0;0;0;0;0;479;232;0;232;9;80
6728657524697537800;1593295709;True;0;0;0;0;0;0;479;232;0;232;9;80
6728657524697537800;1593312724;True;0;0;0;0;0;0;479;232;0;232;9;80
6728657524697537800;1593288028;True;0;0;0;0;0;0;479;232;0;232;9;80
7847078387601321400;1593288072;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593350947;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593341958;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593346681;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593346831;True;0;0;0;0;0;0;335;103;22;125;9;80
6712545061984490778;1593366491;True;0;0;0;0;0;0;59;46;0;46;9;80
6712545061984490778;1593366491;True;0;0;0;0;0;0;59;46;0;46;9;80
6712545061984490778;1593366494;True;0;0;0;0;0;0;59;46;0;46;9;80
6712545061984490778;1593366494;True;0;0;0;0;0;0;59;46;0;46;9;80
6712545061984490778;1593366495;True;0;0;0;0;0;0;59;46;0;46;9;80
6712545061984490778;1593366495;True;0;0;0;0;0;0;59;46;0;46;9;80
6712545061984490778;1593366501;True;0;0;0;0;0;0;59;46;0;46;9;80
6712545061984490778;1593366502;True;0;0;0;0;0;0;59;46;0;46;9;80
6728657524697537800;1593318013;True;0;0;0;0;0;0;479;232;0;232;9;80
6728657524697537800;1593385717;True;0;0;0;0;0;0;479;232;0;232;9;80
7847078387601321400;1593385841;False;0;0;0;0;0;0;428;97;19;116;0;0
6728657524697537800;1593373396;True;0;0;0;0;0;0;479;232;0;232;9;80
7847078387601321400;1593373491;False;0;0;0;0;0;0;428;97;19;116;0;0
6712545061984490778;1593366797;True;0;0;0;0;0;0;59;46;0;46;9;80
7847078387601321400;1593351489;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593355708;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593342407;True;0;0;0;0;0;0;335;103;22;125;9;80
6712545061984490778;1593342439;False;0;0;0;0;0;0;0;0;0;0;0;0
6728657524697537800;1593397261;True;0;0;0;0;0;0;479;232;0;232;9;80
7847078387601321400;1593389436;True;0;0;0;0;0;0;335;103;22;125;9;80
6728657524697537800;1593389512;True;0;0;0;0;0;0;479;232;0;232;9;80
-1302937073478726516;1593332211;True;0;0;0;0;0;0;29;0;0;0;8;81
7847078387601321400;1593393532;False;0;0;0;0;0;0;428;97;19;116;0;0
6712545061984490778;1593397461;True;0;0;0;0;0;0;59;46;0;46;9;80
7847078387601321400;1593389663;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593389783;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593356236;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593337883;True;0;0;0;0;0;0;335;103;22;125;9;80
6728657524697537800;1593401410;True;0;0;0;0;0;0;479;232;0;232;9;80
7847078387601321400;1593343046;True;0;0;0;0;0;0;335;103;22;125;9;80
6728657524697537800;1593389984;True;0;0;0;0;0;0;479;232;0;232;9;80
6728657524697537800;1593386502;True;0;0;0;0;0;0;479;232;0;232;9;80
7847078387601321400;1593386537;False;0;0;0;0;0;0;428;97;19;116;0;0
6728657524697537800;1593318916;True;0;0;0;0;0;0;479;232;0;232;9;80
7847078387601321400;1593343088;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593343089;True;0;0;0;0;0;0;335;103;22;125;9;80
6712545061984490778;1593362392;True;0;0;0;0;0;0;59;46;0;46;9;80
7847078387601321400;1593397842;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593367765;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593343376;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593352331;False;0;0;0;0;0;0;428;97;19;116;0;0
6728657524697537800;1593370892;True;0;0;0;0;0;0;479;232;0;232;9;80
6728657524697537800;1593370992;True;0;0;0;0;0;0;479;232;0;232;9;80
7847078387601321400;1593362425;False;0;0;0;0;0;0;428;97;19;116;0;0
-1302937073478726516;1593328599;True;0;0;0;0;0;0;29;0;0;0;8;81
7847078387601321400;1593357197;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593348184;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593371008;True;0;0;0;0;0;0;335;103;22;125;9;80
6728657524697537800;1593371105;True;0;0;0;0;0;0;479;232;0;232;9;80
6728657524697537800;1593394075;True;0;0;0;0;0;0;479;232;0;232;9;80
7847078387601321400;1593368089;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593357448;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593348516;True;0;0;0;0;0;0;335;103;22;125;9;80
6712545061984490778;1593401768;True;0;0;0;0;0;0;59;46;0;46;9;80
7847078387601321400;1593368308;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593368331;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593368336;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593368373;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593368414;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593352756;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593352760;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593352764;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593352768;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593352790;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593352854;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593339421;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593339425;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593339465;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593390574;True;0;0;0;0;0;0;335;103;22;125;9;80
6712545061984490778;1593344254;False;0;0;0;0;0;0;0;0;0;0;0;0
7847078387601321400;1593348642;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593368480;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593402064;True;0;0;0;0;0;0;335;103;22;125;9;80
6728657524697537800;1593402079;True;0;0;0;0;0;0;479;232;0;232;9;80
7847078387601321400;1593353111;False;0;0;0;0;0;0;428;97;19;116;0;0
6728657524697537800;1593374651;True;0;0;0;0;0;0;479;232;0;232;9;80
7847078387601321400;1593357858;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593363628;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593371537;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593344754;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593349205;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593371711;True;0;0;0;0;0;0;335;103;22;125;9;80
6728657524697537800;1593402313;True;0;0;0;0;0;0;479;232;0;232;9;80
7847078387601321400;1593399102;False;0;0;0;0;0;0;428;97;19;116;0;0
6728657524697537800;1593387761;True;0;0;0;0;0;0;479;232;0;232;9;80
6728657524697537800;1593387884;True;0;0;0;0;0;0;479;232;0;232;9;80
6728657524697537800;1593369115;True;0;0;0;0;0;0;479;232;0;232;9;80
6728657524697537800;1593391069;True;0;0;0;0;0;0;479;232;0;232;9;80
7847078387601321400;1593391107;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593378420;False;0;0;0;0;0;0;428;97;19;116;0;0
6728657524697537800;1593378557;True;0;0;0;0;0;0;479;232;0;232;9;80
7847078387601321400;1593375356;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593375389;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593358820;False;0;0;0;0;0;0;428;97;19;116;0;0
6728657524697537800;1593399185;True;0;0;0;0;0;0;479;232;0;232;9;80
7847078387601321400;1593399199;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593387984;False;0;0;0;0;0;0;428;97;19;116;0;0
6728657524697537800;1593391313;True;0;0;0;0;0;0;479;232;0;232;9;80
7847078387601321400;1593364140;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593364256;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593364276;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593364276;False;0;0;0;0;0;0;428;97;19;116;0;0
6712545061984490778;1593340637;False;0;0;0;0;0;0;0;0;0;0;0;0
7847078387601321400;1593391395;True;0;0;0;0;0;0;335;103;22;125;9;80
6728657524697537800;1593391435;True;0;0;0;0;0;0;479;232;0;232;9;80
6728657524697537800;1593359260;True;0;0;0;0;0;0;479;232;0;232;9;80
6728657524697537800;1593402914;True;0;0;0;0;0;0;479;232;0;232;9;80
7847078387601321400;1593378962;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593354012;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593354137;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593394718;False;0;0;0;0;0;0;428;97;19;116;0;0
6728657524697537800;1593399675;True;0;0;0;0;0;0;479;232;0;232;9;80
7847078387601321400;1593345607;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593391680;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593349984;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593334250;True;0;0;0;0;0;0;335;103;22;125;9;80
6728657524697537800;1593372310;True;0;0;0;0;0;0;479;232;0;232;9;80
6728657524697537800;1593372426;True;0;0;0;0;0;0;479;232;0;232;9;80
6728657524697537800;1593403043;True;0;0;0;0;0;0;479;232;0;232;9;80
7847078387601321400;1593330677;True;0;0;0;0;0;0;335;103;22;125;9;80
6728657524697537800;1593394922;True;0;0;0;0;0;0;479;232;0;232;9;80
7847078387601321400;1593350223;True;0;0;0;0;0;0;335;103;22;125;9;80
6712545061984490778;1593372585;False;0;0;0;0;0;0;0;0;0;0;0;0
7847078387601321400;1593345957;False;0;0;0;0;0;0;428;97;19;116;0;0
6728657524697537800;1593369723;True;0;0;0;0;0;0;479;232;0;232;9;80
6728657524697537800;1593395157;True;0;0;0;0;0;0;479;232;0;232;9;80
7847078387601321400;1593376559;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593376617;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593403437;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593369915;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593395379;False;0;0;0;0;0;0;428;97;19;116;0;0
6728657524697537800;1593395396;True;0;0;0;0;0;0;479;232;0;232;9;80
6712545061984490778;1593383158;True;0;0;0;0;0;0;59;46;0;46;9;80
7847078387601321400;1593383230;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593341421;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593372765;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593399869;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593399869;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593400309;False;0;0;0;0;0;0;428;97;19;116;0;0
6712545061984490778;1593403655;True;0;0;0;0;0;0;59;46;0;46;9;80
7847078387601321400;1593403674;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593403736;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593341568;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593395450;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593395498;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593395551;False;0;0;0;0;0;0;428;97;19;116;0;0
6728657524697537800;1593380069;True;0;0;0;0;0;0;479;232;0;232;9;80
6728657524697537800;1593383369;True;0;0;0;0;0;0;479;232;0;232;9;80
6728657524697537800;1593376881;True;0;0;0;0;0;0;479;232;0;232;9;80
7847078387601321400;1593359332;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593372898;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593372898;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593372965;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593380344;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593373192;False;0;0;0;0;0;0;428;97;19;116;0;0
6728657524697537800;1593377058;True;0;0;0;0;0;0;479;232;0;232;9;80
7847078387601321400;1593392548;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593392548;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593392589;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593383473;False;0;0;0;0;0;0;428;97;19;116;0;0
6712545061984490778;1593383593;True;0;0;0;0;0;0;59;46;0;46;9;80
7847078387601321400;1593365792;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593400969;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593401004;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593366008;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593392993;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593396069;False;0;0;0;0;0;0;428;97;19;116;0;0
6728657524697537800;1593396070;True;0;0;0;0;0;0;479;232;0;232;9;80
6728657524697537800;1593380972;True;0;0;0;0;0;0;479;232;0;232;9;80
6728657524697537800;1593381082;True;0;0;0;0;0;0;479;232;0;232;9;80
7847078387601321400;1593383834;False;0;0;0;0;0;0;428;97;19;116;0;0
6728657524697537800;1593401113;True;0;0;0;0;0;0;479;232;0;232;9;80
7847078387601321400;1593360621;False;0;0;0;0;0;0;428;97;19;116;0;0
6728657524697537800;1593384092;True;0;0;0;0;0;0;479;232;0;232;9;80
7847078387601321400;1593396283;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593396408;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593361085;True;0;0;0;0;0;0;335;103;22;125;9;80
6728657524697537800;1593381451;True;0;0;0;0;0;0;479;232;0;232;9;80
6728657524697537800;1593396603;True;0;0;0;0;0;0;479;232;0;232;9;80
7847078387601321400;1593385575;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593381728;False;0;0;0;0;0;0;428;97;19;116;0;0
6728657524697537800;1593385595;True;0;0;0;0;0;0;479;232;0;232;9;80
7847078387601321400;1593385638;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593420656;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593403976;False;0;0;0;0;0;0;428;97;19;116;0;0
6728657524697537800;1593445791;True;0;0;0;0;0;0;479;232;0;232;9;80
-1302937073478726516;1593433052;True;0;0;0;0;0;0;29;0;0;0;8;81
-1302937073478726516;1593433054;True;0;0;0;0;0;0;29;0;0;0;8;81
7847078387601321400;1593433201;True;0;0;0;0;0;0;335;103;22;125;9;80
6728657524697537800;1593454204;True;0;0;0;0;0;0;479;232;0;232;9;80
7847078387601321400;1593406862;False;0;0;0;0;0;0;428;97;19;116;0;0
6728657524697537800;1593404543;True;0;0;0;0;0;0;479;232;0;232;9;80
7847078387601321400;1593446286;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593412905;False;0;0;0;0;0;0;428;97;19;116;0;0
-1302937073478726516;1593429446;True;0;0;0;0;0;0;29;0;0;0;8;81
7847078387601321400;1593429512;True;0;0;0;0;0;0;335;103;22;125;9;80
6728657524697537800;1593455050;True;0;0;0;0;0;0;479;232;0;232;9;80
7847078387601321400;1593417158;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593413527;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593413527;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593462401;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593405069;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593405070;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593405070;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593405088;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593405092;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593429532;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593429560;True;0;0;0;0;0;0;335;103;22;125;9;80
6712545061984490778;1593421566;True;0;0;0;0;0;0;59;46;0;46;9;80
7847078387601321400;1593425831;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593425899;True;0;0;0;0;0;0;335;103;22;125;9;80
6728657524697537800;1593450657;True;0;0;0;0;0;0;479;232;0;232;9;80
7847078387601321400;1593447540;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593447562;True;0;0;0;0;0;0;335;103;22;125;9;80
6712545061984490778;1593458291;True;0;0;0;0;0;0;59;46;0;46;9;80
7847078387601321400;1593458376;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593414048;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593407588;False;0;0;0;0;0;0;428;97;19;116;0;0
6712545061984490778;1593434257;True;0;0;0;0;0;0;59;46;0;46;9;80
6712545061984490778;1593434323;True;0;0;0;0;0;0;59;46;0;46;9;80
6728657524697537800;1593456009;True;0;0;0;0;0;0;479;232;0;232;9;80
-1302937073478726516;1593451092;True;0;0;0;0;0;0;29;0;0;0;8;81
7847078387601321400;1593456276;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593456276;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593405667;False;0;0;0;0;0;0;428;97;19;116;0;0
7847078387601321400;1593462941;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593467880;True;0;0;0;0;0;0;335;103;22;125;9;80
-1302937073478726516;1593415007;True;0;0;0;0;0;0;29;0;0;0;8;81
7847078387601321400;1593456477;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593456477;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593456478;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593456534;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593456534;True;0;0;0;0;0;0;335;103;22;125;9;80
7847078387601321400;1593456534;True;0;0;0;0;0;0;335;103;22;125;9;80
